A = 0000, B = 0000, Cin = 0, Cout = 0, S = 0000
A = 9d09, B = fa50, Cin = 0, Cout = 1, S = 9759
A = 9d09, B = 92a3, Cin = 0, Cout = 1, S = 2fac
A = 9d09, B = b84e, Cin = 0, Cout = 1, S = 5557
A = 9d09, B = 7da2, Cin = 0, Cout = 1, S = 1aab
A = 9d09, B = 05a5, Cin = 0, Cout = 0, S = a2ae
A = 9d09, B = 6ea1, Cin = 0, Cout = 1, S = 0baa
A = 9d09, B = 6740, Cin = 0, Cout = 1, S = 0449
A = 9d09, B = aa06, Cin = 0, Cout = 1, S = 470f
A = 9d09, B = 7707, Cin = 0, Cout = 1, S = 1410
A = 9d09, B = 661e, Cin = 0, Cout = 1, S = 0327
A = 9d09, B = aa27, Cin = 0, Cout = 1, S = 4730
A = 9d09, B = 9475, Cin = 0, Cout = 1, S = 317e
A = 9d09, B = 3cb2, Cin = 0, Cout = 0, S = d9bb
A = 9d09, B = 5b5d, Cin = 0, Cout = 0, S = f866
A = 9d09, B = 2875, Cin = 0, Cout = 0, S = c57e
A = 9d09, B = ab6b, Cin = 0, Cout = 1, S = 4874
A = 9d09, B = 1bcd, Cin = 0, Cout = 0, S = b8d6
A = 9d09, B = 8f61, Cin = 0, Cout = 1, S = 2c6a
A = 9d09, B = ef5c, Cin = 0, Cout = 1, S = 8c65
A = 9d09, B = e08c, Cin = 0, Cout = 1, S = 7d95
A = 9d09, B = be66, Cin = 0, Cout = 1, S = 5b6f
A = 9d09, B = a2ce, Cin = 0, Cout = 1, S = 3fd7
A = 9d09, B = 71b2, Cin = 0, Cout = 1, S = 0ebb
A = 9d09, B = a50d, Cin = 0, Cout = 1, S = 4216
A = 9d09, B = 6c3f, Cin = 0, Cout = 1, S = 0948
A = 9d09, B = 5b04, Cin = 0, Cout = 0, S = f80d
A = 9d09, B = d88a, Cin = 0, Cout = 1, S = 7593
A = 9d09, B = 1321, Cin = 0, Cout = 0, S = b02a
A = 9d09, B = 5183, Cin = 0, Cout = 0, S = ee8c
A = 9d09, B = 90a4, Cin = 0, Cout = 1, S = 2dad
A = 9d09, B = e310, Cin = 0, Cout = 1, S = 8019
A = 9d09, B = 3e8c, Cin = 0, Cout = 0, S = db95
A = 9d09, B = 5ce3, Cin = 0, Cout = 0, S = f9ec
A = 9d09, B = 1d12, Cin = 0, Cout = 0, S = ba1b
A = 9d09, B = 869d, Cin = 0, Cout = 1, S = 23a6
A = 9d09, B = 4cad, Cin = 0, Cout = 0, S = e9b6
A = 9d09, B = 7940, Cin = 0, Cout = 1, S = 1649
A = 9d09, B = 0b63, Cin = 0, Cout = 0, S = a86c
A = 9d09, B = d71b, Cin = 0, Cout = 1, S = 7424
A = 9d09, B = 654c, Cin = 0, Cout = 1, S = 0255
A = 9d09, B = 8c4a, Cin = 0, Cout = 1, S = 2953
A = 9d09, B = 60c5, Cin = 0, Cout = 0, S = fdce
A = 9d09, B = 0de9, Cin = 0, Cout = 0, S = aaf2
A = 9d09, B = 3472, Cin = 0, Cout = 0, S = d17b
A = 9d09, B = 6930, Cin = 0, Cout = 1, S = 0639
A = 9d09, B = 84f7, Cin = 0, Cout = 1, S = 2200
A = 9d09, B = 363d, Cin = 0, Cout = 0, S = d346
A = 9d09, B = 62e7, Cin = 0, Cout = 0, S = fff0
A = 9d09, B = 0c50, Cin = 0, Cout = 0, S = a959
A = 9d09, B = b32c, Cin = 0, Cout = 1, S = 5035
A = 9d09, B = 22da, Cin = 0, Cout = 0, S = bfe3
A = 9d09, B = 27f2, Cin = 0, Cout = 0, S = c4fb
A = 9d09, B = 95af, Cin = 0, Cout = 1, S = 32b8
A = 9d09, B = c86f, Cin = 0, Cout = 1, S = 6578
A = 9d09, B = 24bd, Cin = 0, Cout = 0, S = c1c6
A = 9d09, B = 3eed, Cin = 0, Cout = 0, S = dbf6
A = 9d09, B = 68bd, Cin = 0, Cout = 1, S = 05c6
A = 9d09, B = 85ce, Cin = 0, Cout = 1, S = 22d7
A = 9d09, B = 9c7e, Cin = 0, Cout = 1, S = 3987
A = 9d09, B = db66, Cin = 0, Cout = 1, S = 786f
A = 9d09, B = a641, Cin = 0, Cout = 1, S = 434a
A = 9d09, B = 75a8, Cin = 0, Cout = 1, S = 12b1
A = 9d09, B = d548, Cin = 0, Cout = 1, S = 7251
A = 9d09, B = 31f9, Cin = 0, Cout = 0, S = cf02
A = 9d09, B = a33c, Cin = 0, Cout = 1, S = 4045
A = 9d09, B = 0421, Cin = 0, Cout = 0, S = a12a
A = 9d09, B = c0c2, Cin = 0, Cout = 1, S = 5dcb
A = 9d09, B = f89a, Cin = 0, Cout = 1, S = 95a3
A = 9d09, B = 173e, Cin = 0, Cout = 0, S = b447
A = 9d09, B = 4a0b, Cin = 0, Cout = 0, S = e714
A = 9d09, B = cdf5, Cin = 0, Cout = 1, S = 6afe
A = 9d09, B = 415a, Cin = 0, Cout = 0, S = de63
A = 9d09, B = 9bbe, Cin = 0, Cout = 1, S = 38c7
A = 9d09, B = d3ad, Cin = 0, Cout = 1, S = 70b6
A = 9d09, B = 7290, Cin = 0, Cout = 1, S = 0f99
A = 9d09, B = eea6, Cin = 0, Cout = 1, S = 8baf
A = 9d09, B = 433d, Cin = 0, Cout = 0, S = e046
A = 9d09, B = c25e, Cin = 0, Cout = 1, S = 5f67
A = 9d09, B = db5b, Cin = 0, Cout = 1, S = 7864
A = 9d09, B = a379, Cin = 0, Cout = 1, S = 4082
A = 9d09, B = 9d09, Cin = 0, Cout = 1, S = 3a12
A = 9d09, B = 746c, Cin = 0, Cout = 1, S = 1175
A = 9d09, B = f884, Cin = 0, Cout = 1, S = 958d
A = 9d09, B = 860a, Cin = 0, Cout = 1, S = 2313
A = 9d09, B = 9363, Cin = 0, Cout = 1, S = 306c
A = 9d09, B = 8712, Cin = 0, Cout = 1, S = 241b
A = 9d09, B = 62f7, Cin = 0, Cout = 1, S = 0000
A = 9d09, B = 3278, Cin = 0, Cout = 0, S = cf81
A = 746c, B = 0000, Cin = 0, Cout = 0, S = 746c
A = 746c, B = 0001, Cin = 0, Cout = 0, S = 746d
A = 746c, B = 1111, Cin = 0, Cout = 0, S = 857d
A = 746c, B = aaaa, Cin = 0, Cout = 1, S = 1f16
A = 746c, B = 5555, Cin = 0, Cout = 0, S = c9c1
A = 746c, B = ffff, Cin = 0, Cout = 1, S = 746b
A = 746c, B = ff00, Cin = 0, Cout = 1, S = 736c
A = 746c, B = 00ff, Cin = 0, Cout = 0, S = 756b
A = 746c, B = 7fff, Cin = 0, Cout = 0, S = f46b
A = 746c, B = 8000, Cin = 0, Cout = 0, S = f46c
A = 746c, B = f9e8, Cin = 0, Cout = 1, S = 6e54
A = 746c, B = c91b, Cin = 0, Cout = 1, S = 3d87
A = 746c, B = fa50, Cin = 0, Cout = 1, S = 6ebc
A = 746c, B = 92a3, Cin = 0, Cout = 1, S = 070f
A = 746c, B = b84e, Cin = 0, Cout = 1, S = 2cba
A = 746c, B = 7da2, Cin = 0, Cout = 0, S = f20e
A = 746c, B = 05a5, Cin = 0, Cout = 0, S = 7a11
A = 746c, B = 6ea1, Cin = 0, Cout = 0, S = e30d
A = 746c, B = 6740, Cin = 0, Cout = 0, S = dbac
A = 746c, B = aa06, Cin = 0, Cout = 1, S = 1e72
A = 746c, B = 7707, Cin = 0, Cout = 0, S = eb73
A = 746c, B = 661e, Cin = 0, Cout = 0, S = da8a
A = 746c, B = aa27, Cin = 0, Cout = 1, S = 1e93
A = 746c, B = 9475, Cin = 0, Cout = 1, S = 08e1
A = 746c, B = 3cb2, Cin = 0, Cout = 0, S = b11e
A = 746c, B = 5b5d, Cin = 0, Cout = 0, S = cfc9
A = 746c, B = 2875, Cin = 0, Cout = 0, S = 9ce1
A = 746c, B = ab6b, Cin = 0, Cout = 1, S = 1fd7
A = 746c, B = 1bcd, Cin = 0, Cout = 0, S = 9039
A = 746c, B = 8f61, Cin = 0, Cout = 1, S = 03cd
A = 746c, B = ef5c, Cin = 0, Cout = 1, S = 63c8
A = 746c, B = e08c, Cin = 0, Cout = 1, S = 54f8
A = 746c, B = be66, Cin = 0, Cout = 1, S = 32d2
A = 746c, B = a2ce, Cin = 0, Cout = 1, S = 173a
A = 746c, B = 71b2, Cin = 0, Cout = 0, S = e61e
A = 746c, B = a50d, Cin = 0, Cout = 1, S = 1979
A = 746c, B = 6c3f, Cin = 0, Cout = 0, S = e0ab
A = 746c, B = 5b04, Cin = 0, Cout = 0, S = cf70
A = 746c, B = d88a, Cin = 0, Cout = 1, S = 4cf6
A = 746c, B = 1321, Cin = 0, Cout = 0, S = 878d
A = 746c, B = 5183, Cin = 0, Cout = 0, S = c5ef
A = 746c, B = 90a4, Cin = 0, Cout = 1, S = 0510
A = 746c, B = e310, Cin = 0, Cout = 1, S = 577c
A = 746c, B = 3e8c, Cin = 0, Cout = 0, S = b2f8
A = 746c, B = 5ce3, Cin = 0, Cout = 0, S = d14f
A = 746c, B = 1d12, Cin = 0, Cout = 0, S = 917e
A = 746c, B = 869d, Cin = 0, Cout = 0, S = fb09
A = 746c, B = 4cad, Cin = 0, Cout = 0, S = c119
A = 746c, B = 7940, Cin = 0, Cout = 0, S = edac
A = 746c, B = 0b63, Cin = 0, Cout = 0, S = 7fcf
A = 746c, B = d71b, Cin = 0, Cout = 1, S = 4b87
A = 746c, B = 654c, Cin = 0, Cout = 0, S = d9b8
A = 746c, B = 8c4a, Cin = 0, Cout = 1, S = 00b6
A = 746c, B = 60c5, Cin = 0, Cout = 0, S = d531
A = 746c, B = 0de9, Cin = 0, Cout = 0, S = 8255
A = 746c, B = 3472, Cin = 0, Cout = 0, S = a8de
A = 746c, B = 6930, Cin = 0, Cout = 0, S = dd9c
A = 746c, B = 84f7, Cin = 0, Cout = 0, S = f963
A = 746c, B = 363d, Cin = 0, Cout = 0, S = aaa9
A = 746c, B = 62e7, Cin = 0, Cout = 0, S = d753
A = 746c, B = 0c50, Cin = 0, Cout = 0, S = 80bc
A = 746c, B = b32c, Cin = 0, Cout = 1, S = 2798
A = 746c, B = 22da, Cin = 0, Cout = 0, S = 9746
A = 746c, B = 27f2, Cin = 0, Cout = 0, S = 9c5e
A = 746c, B = 95af, Cin = 0, Cout = 1, S = 0a1b
A = 746c, B = c86f, Cin = 0, Cout = 1, S = 3cdb
A = 746c, B = 24bd, Cin = 0, Cout = 0, S = 9929
A = 746c, B = 3eed, Cin = 0, Cout = 0, S = b359
A = 746c, B = 68bd, Cin = 0, Cout = 0, S = dd29
A = 746c, B = 85ce, Cin = 0, Cout = 0, S = fa3a
A = 746c, B = 9c7e, Cin = 0, Cout = 1, S = 10ea
A = 746c, B = db66, Cin = 0, Cout = 1, S = 4fd2
A = 746c, B = a641, Cin = 0, Cout = 1, S = 1aad
A = 746c, B = 75a8, Cin = 0, Cout = 0, S = ea14
A = 746c, B = d548, Cin = 0, Cout = 1, S = 49b4
A = 746c, B = 31f9, Cin = 0, Cout = 0, S = a665
A = 746c, B = a33c, Cin = 0, Cout = 1, S = 17a8
A = 746c, B = 0421, Cin = 0, Cout = 0, S = 788d
A = 746c, B = c0c2, Cin = 0, Cout = 1, S = 352e
A = 746c, B = f89a, Cin = 0, Cout = 1, S = 6d06
A = 746c, B = 173e, Cin = 0, Cout = 0, S = 8baa
A = 746c, B = 4a0b, Cin = 0, Cout = 0, S = be77
A = 746c, B = cdf5, Cin = 0, Cout = 1, S = 4261
A = 746c, B = 415a, Cin = 0, Cout = 0, S = b5c6
A = 746c, B = 9bbe, Cin = 0, Cout = 1, S = 102a
A = 746c, B = d3ad, Cin = 0, Cout = 1, S = 4819
A = 746c, B = 7290, Cin = 0, Cout = 0, S = e6fc
A = 746c, B = eea6, Cin = 0, Cout = 1, S = 6312
A = 746c, B = 433d, Cin = 0, Cout = 0, S = b7a9
A = 746c, B = c25e, Cin = 0, Cout = 1, S = 36ca
A = 746c, B = db5b, Cin = 0, Cout = 1, S = 4fc7
A = 746c, B = a379, Cin = 0, Cout = 1, S = 17e5
A = 746c, B = 9d09, Cin = 0, Cout = 1, S = 1175
A = 746c, B = 746c, Cin = 0, Cout = 0, S = e8d8
A = 746c, B = f884, Cin = 0, Cout = 1, S = 6cf0
A = 746c, B = 860a, Cin = 0, Cout = 0, S = fa76
A = 746c, B = 9363, Cin = 0, Cout = 1, S = 07cf
A = 746c, B = 8712, Cin = 0, Cout = 0, S = fb7e
A = 746c, B = 62f7, Cin = 0, Cout = 0, S = d763
A = 746c, B = 3278, Cin = 0, Cout = 0, S = a6e4
A = f884, B = 0000, Cin = 0, Cout = 0, S = f884
A = f884, B = 0001, Cin = 0, Cout = 0, S = f885
A = f884, B = 1111, Cin = 0, Cout = 1, S = 0995
A = f884, B = aaaa, Cin = 0, Cout = 1, S = a32e
A = f884, B = 5555, Cin = 0, Cout = 1, S = 4dd9
A = f884, B = ffff, Cin = 0, Cout = 1, S = f883
A = f884, B = ff00, Cin = 0, Cout = 1, S = f784
A = f884, B = 00ff, Cin = 0, Cout = 0, S = f983
A = f884, B = 7fff, Cin = 0, Cout = 1, S = 7883
A = f884, B = 8000, Cin = 0, Cout = 1, S = 7884
A = f884, B = f9e8, Cin = 0, Cout = 1, S = f26c
A = f884, B = c91b, Cin = 0, Cout = 1, S = c19f
A = f884, B = fa50, Cin = 0, Cout = 1, S = f2d4
A = f884, B = 92a3, Cin = 0, Cout = 1, S = 8b27
A = f884, B = b84e, Cin = 0, Cout = 1, S = b0d2
A = f884, B = 7da2, Cin = 0, Cout = 1, S = 7626
A = f884, B = 05a5, Cin = 0, Cout = 0, S = fe29
A = f884, B = 6ea1, Cin = 0, Cout = 1, S = 6725
A = f884, B = 6740, Cin = 0, Cout = 1, S = 5fc4
A = f884, B = aa06, Cin = 0, Cout = 1, S = a28a
A = f884, B = 7707, Cin = 0, Cout = 1, S = 6f8b
A = f884, B = 661e, Cin = 0, Cout = 1, S = 5ea2
A = f884, B = aa27, Cin = 0, Cout = 1, S = a2ab
A = f884, B = 9475, Cin = 0, Cout = 1, S = 8cf9
A = f884, B = 3cb2, Cin = 0, Cout = 1, S = 3536
A = f884, B = 5b5d, Cin = 0, Cout = 1, S = 53e1
A = f884, B = 2875, Cin = 0, Cout = 1, S = 20f9
A = f884, B = ab6b, Cin = 0, Cout = 1, S = a3ef
A = f884, B = 1bcd, Cin = 0, Cout = 1, S = 1451
A = f884, B = 8f61, Cin = 0, Cout = 1, S = 87e5
A = f884, B = ef5c, Cin = 0, Cout = 1, S = e7e0
A = f884, B = e08c, Cin = 0, Cout = 1, S = d910
A = f884, B = be66, Cin = 0, Cout = 1, S = b6ea
A = f884, B = a2ce, Cin = 0, Cout = 1, S = 9b52
A = f884, B = 71b2, Cin = 0, Cout = 1, S = 6a36
A = f884, B = a50d, Cin = 0, Cout = 1, S = 9d91
A = f884, B = 6c3f, Cin = 0, Cout = 1, S = 64c3
A = f884, B = 5b04, Cin = 0, Cout = 1, S = 5388
A = f884, B = d88a, Cin = 0, Cout = 1, S = d10e
A = f884, B = 1321, Cin = 0, Cout = 1, S = 0ba5
A = f884, B = 5183, Cin = 0, Cout = 1, S = 4a07
A = f884, B = 90a4, Cin = 0, Cout = 1, S = 8928
A = f884, B = e310, Cin = 0, Cout = 1, S = db94
A = f884, B = 3e8c, Cin = 0, Cout = 1, S = 3710
A = f884, B = 5ce3, Cin = 0, Cout = 1, S = 5567
A = f884, B = 1d12, Cin = 0, Cout = 1, S = 1596
A = f884, B = 869d, Cin = 0, Cout = 1, S = 7f21
A = f884, B = 4cad, Cin = 0, Cout = 1, S = 4531
A = f884, B = 7940, Cin = 0, Cout = 1, S = 71c4
A = f884, B = 0b63, Cin = 0, Cout = 1, S = 03e7
A = f884, B = d71b, Cin = 0, Cout = 1, S = cf9f
A = f884, B = 654c, Cin = 0, Cout = 1, S = 5dd0
A = f884, B = 8c4a, Cin = 0, Cout = 1, S = 84ce
A = f884, B = 60c5, Cin = 0, Cout = 1, S = 5949
A = f884, B = 0de9, Cin = 0, Cout = 1, S = 066d
A = f884, B = 3472, Cin = 0, Cout = 1, S = 2cf6
A = f884, B = 6930, Cin = 0, Cout = 1, S = 61b4
A = f884, B = 84f7, Cin = 0, Cout = 1, S = 7d7b
A = f884, B = 363d, Cin = 0, Cout = 1, S = 2ec1
A = f884, B = 62e7, Cin = 0, Cout = 1, S = 5b6b
A = f884, B = 0c50, Cin = 0, Cout = 1, S = 04d4
A = f884, B = b32c, Cin = 0, Cout = 1, S = abb0
A = f884, B = 22da, Cin = 0, Cout = 1, S = 1b5e
A = f884, B = 27f2, Cin = 0, Cout = 1, S = 2076
A = f884, B = 95af, Cin = 0, Cout = 1, S = 8e33
A = f884, B = c86f, Cin = 0, Cout = 1, S = c0f3
A = f884, B = 24bd, Cin = 0, Cout = 1, S = 1d41
A = f884, B = 3eed, Cin = 0, Cout = 1, S = 3771
A = f884, B = 68bd, Cin = 0, Cout = 1, S = 6141
A = f884, B = 85ce, Cin = 0, Cout = 1, S = 7e52
A = f884, B = 9c7e, Cin = 0, Cout = 1, S = 9502
A = f884, B = db66, Cin = 0, Cout = 1, S = d3ea
A = f884, B = a641, Cin = 0, Cout = 1, S = 9ec5
A = f884, B = 75a8, Cin = 0, Cout = 1, S = 6e2c
A = f884, B = d548, Cin = 0, Cout = 1, S = cdcc
A = f884, B = 31f9, Cin = 0, Cout = 1, S = 2a7d
A = f884, B = a33c, Cin = 0, Cout = 1, S = 9bc0
A = f884, B = 0421, Cin = 0, Cout = 0, S = fca5
A = f884, B = c0c2, Cin = 0, Cout = 1, S = b946
A = f884, B = f89a, Cin = 0, Cout = 1, S = f11e
A = f884, B = 173e, Cin = 0, Cout = 1, S = 0fc2
A = f884, B = 4a0b, Cin = 0, Cout = 1, S = 428f
A = f884, B = cdf5, Cin = 0, Cout = 1, S = c679
A = f884, B = 415a, Cin = 0, Cout = 1, S = 39de
A = f884, B = 9bbe, Cin = 0, Cout = 1, S = 9442
A = f884, B = d3ad, Cin = 0, Cout = 1, S = cc31
A = f884, B = 7290, Cin = 0, Cout = 1, S = 6b14
A = f884, B = eea6, Cin = 0, Cout = 1, S = e72a
A = f884, B = 433d, Cin = 0, Cout = 1, S = 3bc1
A = f884, B = c25e, Cin = 0, Cout = 1, S = bae2
A = f884, B = db5b, Cin = 0, Cout = 1, S = d3df
A = f884, B = a379, Cin = 0, Cout = 1, S = 9bfd
A = f884, B = 9d09, Cin = 0, Cout = 1, S = 958d
A = f884, B = 746c, Cin = 0, Cout = 1, S = 6cf0
A = f884, B = f884, Cin = 0, Cout = 1, S = f108
A = f884, B = 860a, Cin = 0, Cout = 1, S = 7e8e
A = f884, B = 9363, Cin = 0, Cout = 1, S = 8be7
A = f884, B = 8712, Cin = 0, Cout = 1, S = 7f96
A = f884, B = 62f7, Cin = 0, Cout = 1, S = 5b7b
A = f884, B = 3278, Cin = 0, Cout = 1, S = 2afc
A = 860a, B = 0000, Cin = 0, Cout = 0, S = 860a
A = 860a, B = 0001, Cin = 0, Cout = 0, S = 860b
A = 860a, B = 1111, Cin = 0, Cout = 0, S = 971b
A = 860a, B = aaaa, Cin = 0, Cout = 1, S = 30b4
A = 860a, B = 5555, Cin = 0, Cout = 0, S = db5f
A = 860a, B = ffff, Cin = 0, Cout = 1, S = 8609
A = 860a, B = ff00, Cin = 0, Cout = 1, S = 850a
A = 860a, B = 00ff, Cin = 0, Cout = 0, S = 8709
A = 860a, B = 7fff, Cin = 0, Cout = 1, S = 0609
A = 860a, B = 8000, Cin = 0, Cout = 1, S = 060a
A = 860a, B = f9e8, Cin = 0, Cout = 1, S = 7ff2
A = 860a, B = c91b, Cin = 0, Cout = 1, S = 4f25
A = 860a, B = fa50, Cin = 0, Cout = 1, S = 805a
A = 860a, B = 92a3, Cin = 0, Cout = 1, S = 18ad
A = 860a, B = b84e, Cin = 0, Cout = 1, S = 3e58
A = 860a, B = 7da2, Cin = 0, Cout = 1, S = 03ac
A = 860a, B = 05a5, Cin = 0, Cout = 0, S = 8baf
A = 860a, B = 6ea1, Cin = 0, Cout = 0, S = f4ab
A = 860a, B = 6740, Cin = 0, Cout = 0, S = ed4a
A = 860a, B = aa06, Cin = 0, Cout = 1, S = 3010
A = 860a, B = 7707, Cin = 0, Cout = 0, S = fd11
A = 860a, B = 661e, Cin = 0, Cout = 0, S = ec28
A = 860a, B = aa27, Cin = 0, Cout = 1, S = 3031
A = 860a, B = 9475, Cin = 0, Cout = 1, S = 1a7f
A = 860a, B = 3cb2, Cin = 0, Cout = 0, S = c2bc
A = 860a, B = 5b5d, Cin = 0, Cout = 0, S = e167
A = 860a, B = 2875, Cin = 0, Cout = 0, S = ae7f
A = 860a, B = ab6b, Cin = 0, Cout = 1, S = 3175
A = 860a, B = 1bcd, Cin = 0, Cout = 0, S = a1d7
A = 860a, B = 8f61, Cin = 0, Cout = 1, S = 156b
A = 860a, B = ef5c, Cin = 0, Cout = 1, S = 7566
A = 860a, B = e08c, Cin = 0, Cout = 1, S = 6696
A = 860a, B = be66, Cin = 0, Cout = 1, S = 4470
A = 860a, B = a2ce, Cin = 0, Cout = 1, S = 28d8
A = 860a, B = 71b2, Cin = 0, Cout = 0, S = f7bc
A = 860a, B = a50d, Cin = 0, Cout = 1, S = 2b17
A = 860a, B = 6c3f, Cin = 0, Cout = 0, S = f249
A = 860a, B = 5b04, Cin = 0, Cout = 0, S = e10e
A = 860a, B = d88a, Cin = 0, Cout = 1, S = 5e94
A = 860a, B = 1321, Cin = 0, Cout = 0, S = 992b
A = 860a, B = 5183, Cin = 0, Cout = 0, S = d78d
A = 860a, B = 90a4, Cin = 0, Cout = 1, S = 16ae
A = 860a, B = e310, Cin = 0, Cout = 1, S = 691a
A = 860a, B = 3e8c, Cin = 0, Cout = 0, S = c496
A = 860a, B = 5ce3, Cin = 0, Cout = 0, S = e2ed
A = 860a, B = 1d12, Cin = 0, Cout = 0, S = a31c
A = 860a, B = 869d, Cin = 0, Cout = 1, S = 0ca7
A = 860a, B = 4cad, Cin = 0, Cout = 0, S = d2b7
A = 860a, B = 7940, Cin = 0, Cout = 0, S = ff4a
A = 860a, B = 0b63, Cin = 0, Cout = 0, S = 916d
A = 860a, B = d71b, Cin = 0, Cout = 1, S = 5d25
A = 860a, B = 654c, Cin = 0, Cout = 0, S = eb56
A = 860a, B = 8c4a, Cin = 0, Cout = 1, S = 1254
A = 860a, B = 60c5, Cin = 0, Cout = 0, S = e6cf
A = 860a, B = 0de9, Cin = 0, Cout = 0, S = 93f3
A = 860a, B = 3472, Cin = 0, Cout = 0, S = ba7c
A = 860a, B = 6930, Cin = 0, Cout = 0, S = ef3a
A = 860a, B = 84f7, Cin = 0, Cout = 1, S = 0b01
A = 860a, B = 363d, Cin = 0, Cout = 0, S = bc47
A = 860a, B = 62e7, Cin = 0, Cout = 0, S = e8f1
A = 860a, B = 0c50, Cin = 0, Cout = 0, S = 925a
A = 860a, B = b32c, Cin = 0, Cout = 1, S = 3936
A = 860a, B = 22da, Cin = 0, Cout = 0, S = a8e4
A = 860a, B = 27f2, Cin = 0, Cout = 0, S = adfc
A = 860a, B = 95af, Cin = 0, Cout = 1, S = 1bb9
A = 860a, B = c86f, Cin = 0, Cout = 1, S = 4e79
A = 860a, B = 24bd, Cin = 0, Cout = 0, S = aac7
A = 860a, B = 3eed, Cin = 0, Cout = 0, S = c4f7
A = 860a, B = 68bd, Cin = 0, Cout = 0, S = eec7
A = 860a, B = 85ce, Cin = 0, Cout = 1, S = 0bd8
A = 860a, B = 9c7e, Cin = 0, Cout = 1, S = 2288
A = 860a, B = db66, Cin = 0, Cout = 1, S = 6170
A = 860a, B = a641, Cin = 0, Cout = 1, S = 2c4b
A = 860a, B = 75a8, Cin = 0, Cout = 0, S = fbb2
A = 860a, B = d548, Cin = 0, Cout = 1, S = 5b52
A = 860a, B = 31f9, Cin = 0, Cout = 0, S = b803
A = 860a, B = a33c, Cin = 0, Cout = 1, S = 2946
A = 860a, B = 0421, Cin = 0, Cout = 0, S = 8a2b
A = 860a, B = c0c2, Cin = 0, Cout = 1, S = 46cc
A = 860a, B = f89a, Cin = 0, Cout = 1, S = 7ea4
A = 860a, B = 173e, Cin = 0, Cout = 0, S = 9d48
A = 860a, B = 4a0b, Cin = 0, Cout = 0, S = d015
A = 860a, B = cdf5, Cin = 0, Cout = 1, S = 53ff
A = 860a, B = 415a, Cin = 0, Cout = 0, S = c764
A = 860a, B = 9bbe, Cin = 0, Cout = 1, S = 21c8
A = 860a, B = d3ad, Cin = 0, Cout = 1, S = 59b7
A = 860a, B = 7290, Cin = 0, Cout = 0, S = f89a
A = 860a, B = eea6, Cin = 0, Cout = 1, S = 74b0
A = 860a, B = 433d, Cin = 0, Cout = 0, S = c947
A = 860a, B = c25e, Cin = 0, Cout = 1, S = 4868
A = 860a, B = db5b, Cin = 0, Cout = 1, S = 6165
A = 860a, B = a379, Cin = 0, Cout = 1, S = 2983
A = 860a, B = 9d09, Cin = 0, Cout = 1, S = 2313
A = 860a, B = 746c, Cin = 0, Cout = 0, S = fa76
A = 860a, B = f884, Cin = 0, Cout = 1, S = 7e8e
A = 860a, B = 860a, Cin = 0, Cout = 1, S = 0c14
A = 860a, B = 9363, Cin = 0, Cout = 1, S = 196d
A = 860a, B = 8712, Cin = 0, Cout = 1, S = 0d1c
A = 860a, B = 62f7, Cin = 0, Cout = 0, S = e901
A = 860a, B = 3278, Cin = 0, Cout = 0, S = b882
A = 9363, B = 0000, Cin = 0, Cout = 0, S = 9363
A = 9363, B = 0001, Cin = 0, Cout = 0, S = 9364
A = 9363, B = 1111, Cin = 0, Cout = 0, S = a474
A = 9363, B = aaaa, Cin = 0, Cout = 1, S = 3e0d
A = 9363, B = 5555, Cin = 0, Cout = 0, S = e8b8
A = 9363, B = ffff, Cin = 0, Cout = 1, S = 9362
A = 9363, B = ff00, Cin = 0, Cout = 1, S = 9263
A = 9363, B = 00ff, Cin = 0, Cout = 0, S = 9462
A = 9363, B = 7fff, Cin = 0, Cout = 1, S = 1362
A = 9363, B = 8000, Cin = 0, Cout = 1, S = 1363
A = 9363, B = f9e8, Cin = 0, Cout = 1, S = 8d4b
A = 9363, B = c91b, Cin = 0, Cout = 1, S = 5c7e
A = 9363, B = fa50, Cin = 0, Cout = 1, S = 8db3
A = 9363, B = 92a3, Cin = 0, Cout = 1, S = 2606
A = 9363, B = b84e, Cin = 0, Cout = 1, S = 4bb1
A = 9363, B = 7da2, Cin = 0, Cout = 1, S = 1105
A = 9363, B = 05a5, Cin = 0, Cout = 0, S = 9908
A = 9363, B = 6ea1, Cin = 0, Cout = 1, S = 0204
A = 9363, B = 6740, Cin = 0, Cout = 0, S = faa3
A = 9363, B = aa06, Cin = 0, Cout = 1, S = 3d69
A = 9363, B = 7707, Cin = 0, Cout = 1, S = 0a6a
A = 9363, B = 661e, Cin = 0, Cout = 0, S = f981
A = 9363, B = aa27, Cin = 0, Cout = 1, S = 3d8a
A = 9363, B = 9475, Cin = 0, Cout = 1, S = 27d8
A = 9363, B = 3cb2, Cin = 0, Cout = 0, S = d015
A = 9363, B = 5b5d, Cin = 0, Cout = 0, S = eec0
A = 9363, B = 2875, Cin = 0, Cout = 0, S = bbd8
A = 9363, B = ab6b, Cin = 0, Cout = 1, S = 3ece
A = 9363, B = 1bcd, Cin = 0, Cout = 0, S = af30
A = 9363, B = 8f61, Cin = 0, Cout = 1, S = 22c4
A = 9363, B = ef5c, Cin = 0, Cout = 1, S = 82bf
A = 9363, B = e08c, Cin = 0, Cout = 1, S = 73ef
A = 9363, B = be66, Cin = 0, Cout = 1, S = 51c9
A = 9363, B = a2ce, Cin = 0, Cout = 1, S = 3631
A = 9363, B = 71b2, Cin = 0, Cout = 1, S = 0515
